date,id,title,url,image_url
1906-02-14,21069008,"The Gadfly, 14 February 1906",http://nla.gov.au/nla.news-page21069008,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069008.jpg
1906-02-21,21069036,"The Gadfly, 21 February 1906",http://nla.gov.au/nla.news-page21069036,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069036.jpg
1906-02-28,21069064,"The Gadfly, 28 February 1906",http://nla.gov.au/nla.news-page21069064,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069064.jpg
1906-03-07,21069092,"The Gadfly,  7 March 1906",http://nla.gov.au/nla.news-page21069092,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069092.jpg
1906-03-14,21069120,"The Gadfly, 14 March 1906",http://nla.gov.au/nla.news-page21069120,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069120.jpg
1906-03-21,21069148,"The Gadfly, 21 March 1906",http://nla.gov.au/nla.news-page21069148,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069148.jpg
1906-03-28,21069176,"The Gadfly, 28 March 1906",http://nla.gov.au/nla.news-page21069176,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069176.jpg
1906-04-04,21069204,"The Gadfly,  4 April 1906",http://nla.gov.au/nla.news-page21069204,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069204.jpg
1906-04-11,21069228,"The Gadfly, 11 April 1906",http://nla.gov.au/nla.news-page21069228,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069228.jpg
1906-04-18,21069252,"The Gadfly, 18 April 1906",http://nla.gov.au/nla.news-page21069252,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069252.jpg
1906-04-25,21069276,"The Gadfly, 25 April 1906",http://nla.gov.au/nla.news-page21069276,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069276.jpg
1906-05-02,21069300,"The Gadfly,  2 May 1906",http://nla.gov.au/nla.news-page21069300,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069300.jpg
1906-05-09,21069324,"The Gadfly,  9 May 1906",http://nla.gov.au/nla.news-page21069324,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069324.jpg
1906-05-16,21069348,"The Gadfly, 16 May 1906",http://nla.gov.au/nla.news-page21069348,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069348.jpg
1906-05-23,21069372,"The Gadfly, 23 May 1906",http://nla.gov.au/nla.news-page21069372,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069372.jpg
1906-05-30,21069396,"The Gadfly, 30 May 1906",http://nla.gov.au/nla.news-page21069396,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069396.jpg
1906-06-06,21069420,"The Gadfly,  6 June 1906",http://nla.gov.au/nla.news-page21069420,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069420.jpg
1906-06-13,21069446,"The Gadfly, 13 June 1906",http://nla.gov.au/nla.news-page21069446,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069446.jpg
1906-06-20,21069470,"The Gadfly, 20 June 1906",http://nla.gov.au/nla.news-page21069470,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069470.jpg
1906-06-27,21069494,"The Gadfly, 27 June 1906",http://nla.gov.au/nla.news-page21069494,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069494.jpg
1906-07-04,21069518,"The Gadfly,  4 July 1906",http://nla.gov.au/nla.news-page21069518,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069518.jpg
1906-07-11,21069542,"The Gadfly, 11 July 1906",http://nla.gov.au/nla.news-page21069542,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069542.jpg
1906-07-18,21069566,"The Gadfly, 18 July 1906",http://nla.gov.au/nla.news-page21069566,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069566.jpg
1906-07-25,21069590,"The Gadfly, 25 July 1906",http://nla.gov.au/nla.news-page21069590,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069590.jpg
1906-08-01,21069614,"The Gadfly,  1 August 1906",http://nla.gov.au/nla.news-page21069614,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069614.jpg
1906-08-08,21069638,"The Gadfly,  8 August 1906",http://nla.gov.au/nla.news-page21069638,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069638.jpg
1906-08-15,21069662,"The Gadfly, 15 August 1906",http://nla.gov.au/nla.news-page21069662,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069662.jpg
1906-08-22,21069686,"The Gadfly, 22 August 1906",http://nla.gov.au/nla.news-page21069686,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069686.jpg
1906-08-29,21069710,"The Gadfly, 29 August 1906",http://nla.gov.au/nla.news-page21069710,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069710.jpg
1906-09-05,21069730,"The Gadfly,  5 September 1906",http://nla.gov.au/nla.news-page21069730,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069730.jpg
1906-09-12,21069750,"The Gadfly, 12 September 1906",http://nla.gov.au/nla.news-page21069750,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069750.jpg
1906-09-19,21069770,"The Gadfly, 19 September 1906",http://nla.gov.au/nla.news-page21069770,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069770.jpg
1906-09-26,21069790,"The Gadfly, 26 September 1906",http://nla.gov.au/nla.news-page21069790,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069790.jpg
1906-10-03,21069810,"The Gadfly,  3 October 1906",http://nla.gov.au/nla.news-page21069810,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069810.jpg
1906-10-10,21069830,"The Gadfly, 10 October 1906",http://nla.gov.au/nla.news-page21069830,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069830.jpg
1906-10-17,21069850,"The Gadfly, 17 October 1906",http://nla.gov.au/nla.news-page21069850,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069850.jpg
1906-10-24,21069870,"The Gadfly, 24 October 1906",http://nla.gov.au/nla.news-page21069870,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069870.jpg
1906-10-31,21069890,"The Gadfly, 31 October 1906",http://nla.gov.au/nla.news-page21069890,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21069890.jpg
1906-11-07,21066896,"The Gadfly,  7 November 1906",http://nla.gov.au/nla.news-page21066896,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21066896.jpg
1906-11-14,21066916,"The Gadfly, 14 November 1906",http://nla.gov.au/nla.news-page21066916,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21066916.jpg
1906-11-21,21066936,"The Gadfly, 21 November 1906",http://nla.gov.au/nla.news-page21066936,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21066936.jpg
1906-11-28,21066956,"The Gadfly, 28 November 1906",http://nla.gov.au/nla.news-page21066956,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21066956.jpg
1906-12-05,21066976,"The Gadfly,  5 December 1906",http://nla.gov.au/nla.news-page21066976,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21066976.jpg
1906-12-12,21066996,"The Gadfly, 12 December 1906",http://nla.gov.au/nla.news-page21066996,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21066996.jpg
1906-12-19,21067040,"The Gadfly, 19 December 1906",http://nla.gov.au/nla.news-page21067040,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067040.jpg
1906-12-26,21067066,"The Gadfly, 26 December 1906",http://nla.gov.au/nla.news-page21067066,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067066.jpg
1907-01-02,21067086,"The Gadfly,  2 January 1907",http://nla.gov.au/nla.news-page21067086,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067086.jpg
1907-01-09,21067102,"The Gadfly,  9 January 1907",http://nla.gov.au/nla.news-page21067102,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067102.jpg
1907-01-16,21067122,"The Gadfly, 16 January 1907",http://nla.gov.au/nla.news-page21067122,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067122.jpg
1907-01-23,21067142,"The Gadfly, 23 January 1907",http://nla.gov.au/nla.news-page21067142,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067142.jpg
1907-01-30,21067162,"The Gadfly, 30 January 1907",http://nla.gov.au/nla.news-page21067162,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067162.jpg
1907-02-06,21067182,"The Gadfly,  6 February 1907",http://nla.gov.au/nla.news-page21067182,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067182.jpg
1907-02-13,21067202,"The Gadfly, 13 February 1907",http://nla.gov.au/nla.news-page21067202,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067202.jpg
1907-02-20,21067222,"The Gadfly, 20 February 1907",http://nla.gov.au/nla.news-page21067222,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067222.jpg
1907-02-27,21067242,"The Gadfly, 27 February 1907",http://nla.gov.au/nla.news-page21067242,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067242.jpg
1907-03-06,21067262,"The Gadfly,  6 March 1907",http://nla.gov.au/nla.news-page21067262,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067262.jpg
1907-03-13,21067282,"The Gadfly, 13 March 1907",http://nla.gov.au/nla.news-page21067282,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067282.jpg
1907-03-20,21067302,"The Gadfly, 20 March 1907",http://nla.gov.au/nla.news-page21067302,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067302.jpg
1907-03-27,21067322,"The Gadfly, 27 March 1907",http://nla.gov.au/nla.news-page21067322,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067322.jpg
1907-04-03,21067350,"The Gadfly,  3 April 1907",http://nla.gov.au/nla.news-page21067350,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067350.jpg
1907-04-10,21067370,"The Gadfly, 10 April 1907",http://nla.gov.au/nla.news-page21067370,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067370.jpg
1907-04-17,21067390,"The Gadfly, 17 April 1907",http://nla.gov.au/nla.news-page21067390,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067390.jpg
1907-04-24,21067410,"The Gadfly, 24 April 1907",http://nla.gov.au/nla.news-page21067410,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067410.jpg
1907-05-01,21067430,"The Gadfly,  1 May 1907",http://nla.gov.au/nla.news-page21067430,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067430.jpg
1907-05-08,21067450,"The Gadfly,  8 May 1907",http://nla.gov.au/nla.news-page21067450,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067450.jpg
1907-05-15,21067470,"The Gadfly, 15 May 1907",http://nla.gov.au/nla.news-page21067470,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067470.jpg
1907-05-22,21067490,"The Gadfly, 22 May 1907",http://nla.gov.au/nla.news-page21067490,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067490.jpg
1907-05-29,21067510,"The Gadfly, 29 May 1907",http://nla.gov.au/nla.news-page21067510,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067510.jpg
1907-06-05,21067530,"The Gadfly,  5 June 1907",http://nla.gov.au/nla.news-page21067530,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067530.jpg
1907-06-12,21067550,"The Gadfly, 12 June 1907",http://nla.gov.au/nla.news-page21067550,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067550.jpg
1907-06-19,21067570,"The Gadfly, 19 June 1907",http://nla.gov.au/nla.news-page21067570,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067570.jpg
1907-06-26,21067590,"The Gadfly, 26 June 1907",http://nla.gov.au/nla.news-page21067590,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067590.jpg
1907-07-03,21067610,"The Gadfly,  3 July 1907",http://nla.gov.au/nla.news-page21067610,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067610.jpg
1907-07-10,21067630,"The Gadfly, 10 July 1907",http://nla.gov.au/nla.news-page21067630,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067630.jpg
1907-07-17,21067650,"The Gadfly, 17 July 1907",http://nla.gov.au/nla.news-page21067650,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067650.jpg
1907-07-24,21067670,"The Gadfly, 24 July 1907",http://nla.gov.au/nla.news-page21067670,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21067670.jpg
1907-07-31,21196433,"The Gadfly, 31 July 1907",http://nla.gov.au/nla.news-page21196433,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196433.jpg
1907-08-07,21196461,"The Gadfly,  7 August 1907",http://nla.gov.au/nla.news-page21196461,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196461.jpg
1907-08-14,21196473,"The Gadfly, 14 August 1907",http://nla.gov.au/nla.news-page21196473,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196473.jpg
1907-08-21,21196485,"The Gadfly, 21 August 1907",http://nla.gov.au/nla.news-page21196485,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196485.jpg
1907-08-28,21196497,"The Gadfly, 28 August 1907",http://nla.gov.au/nla.news-page21196497,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196497.jpg
1907-09-04,21196509,"The Gadfly,  4 September 1907",http://nla.gov.au/nla.news-page21196509,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196509.jpg
1907-09-11,21196521,"The Gadfly, 11 September 1907",http://nla.gov.au/nla.news-page21196521,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196521.jpg
1907-09-18,21196537,"The Gadfly, 18 September 1907",http://nla.gov.au/nla.news-page21196537,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196537.jpg
1907-09-25,21196549,"The Gadfly, 25 September 1907",http://nla.gov.au/nla.news-page21196549,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196549.jpg
1907-10-02,21196560,"The Gadfly,  2 October 1907",http://nla.gov.au/nla.news-page21196560,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196560.jpg
1907-10-09,21196572,"The Gadfly,  9 October 1907",http://nla.gov.au/nla.news-page21196572,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196572.jpg
1907-10-16,21196584,"The Gadfly, 16 October 1907",http://nla.gov.au/nla.news-page21196584,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196584.jpg
1907-10-23,21196596,"The Gadfly, 23 October 1907",http://nla.gov.au/nla.news-page21196596,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196596.jpg
1907-10-30,21196608,"The Gadfly, 30 October 1907",http://nla.gov.au/nla.news-page21196608,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196608.jpg
1907-11-06,21196622,"The Gadfly,  6 November 1907",http://nla.gov.au/nla.news-page21196622,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196622.jpg
1907-11-13,21196634,"The Gadfly, 13 November 1907",http://nla.gov.au/nla.news-page21196634,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196634.jpg
1907-11-20,21196646,"The Gadfly, 20 November 1907",http://nla.gov.au/nla.news-page21196646,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196646.jpg
1907-11-27,21196658,"The Gadfly, 27 November 1907",http://nla.gov.au/nla.news-page21196658,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196658.jpg
1907-12-04,21196670,"The Gadfly,  4 December 1907",http://nla.gov.au/nla.news-page21196670,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196670.jpg
1907-12-11,21196682,"The Gadfly, 11 December 1907",http://nla.gov.au/nla.news-page21196682,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196682.jpg
1907-12-18,21196694,"The Gadfly, 18 December 1907",http://nla.gov.au/nla.news-page21196694,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196694.jpg
1907-12-24,21196722,"The Gadfly, 24 December 1907",http://nla.gov.au/nla.news-page21196722,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196722.jpg
1908-01-02,21196734,"The Gadfly,  2 January 1908",http://nla.gov.au/nla.news-page21196734,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196734.jpg
1908-01-08,21196746,"The Gadfly,  8 January 1908",http://nla.gov.au/nla.news-page21196746,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196746.jpg
1908-01-15,21196758,"The Gadfly, 15 January 1908",http://nla.gov.au/nla.news-page21196758,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196758.jpg
1908-01-22,21196770,"The Gadfly, 22 January 1908",http://nla.gov.au/nla.news-page21196770,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196770.jpg
1908-01-29,21196782,"The Gadfly, 29 January 1908",http://nla.gov.au/nla.news-page21196782,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196782.jpg
1908-02-05,21196794,"The Gadfly,  5 February 1908",http://nla.gov.au/nla.news-page21196794,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196794.jpg
1908-02-12,21196810,"The Gadfly, 12 February 1908",http://nla.gov.au/nla.news-page21196810,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196810.jpg
1908-02-19,21196830,"The Gadfly, 19 February 1908",http://nla.gov.au/nla.news-page21196830,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196830.jpg
1908-02-26,21196846,"The Gadfly, 26 February 1908",http://nla.gov.au/nla.news-page21196846,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196846.jpg
1908-03-04,21196862,"The Gadfly,  4 March 1908",http://nla.gov.au/nla.news-page21196862,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196862.jpg
1908-03-11,21196878,"The Gadfly, 11 March 1908",http://nla.gov.au/nla.news-page21196878,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196878.jpg
1908-03-18,21196894,"The Gadfly, 18 March 1908",http://nla.gov.au/nla.news-page21196894,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196894.jpg
1908-03-25,21196910,"The Gadfly, 25 March 1908",http://nla.gov.au/nla.news-page21196910,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196910.jpg
1908-04-01,21196926,"The Gadfly,  1 April 1908",http://nla.gov.au/nla.news-page21196926,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196926.jpg
1908-04-08,21196942,"The Gadfly,  8 April 1908",http://nla.gov.au/nla.news-page21196942,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196942.jpg
1908-04-15,21196958,"The Gadfly, 15 April 1908",http://nla.gov.au/nla.news-page21196958,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196958.jpg
1908-04-22,21196974,"The Gadfly, 22 April 1908",http://nla.gov.au/nla.news-page21196974,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196974.jpg
1908-04-29,21196986,"The Gadfly, 29 April 1908",http://nla.gov.au/nla.news-page21196986,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21196986.jpg
1908-05-06,21197002,"The Gadfly,  6 May 1908",http://nla.gov.au/nla.news-page21197002,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197002.jpg
1908-05-13,21197018,"The Gadfly, 13 May 1908",http://nla.gov.au/nla.news-page21197018,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197018.jpg
1908-05-20,21197034,"The Gadfly, 20 May 1908",http://nla.gov.au/nla.news-page21197034,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197034.jpg
1908-05-27,21197050,"The Gadfly, 27 May 1908",http://nla.gov.au/nla.news-page21197050,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197050.jpg
1908-06-03,21197066,"The Gadfly,  3 June 1908",http://nla.gov.au/nla.news-page21197066,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197066.jpg
1908-06-10,21197082,"The Gadfly, 10 June 1908",http://nla.gov.au/nla.news-page21197082,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197082.jpg
1908-06-17,21197098,"The Gadfly, 17 June 1908",http://nla.gov.au/nla.news-page21197098,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197098.jpg
1908-06-24,21197118,"The Gadfly, 24 June 1908",http://nla.gov.au/nla.news-page21197118,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197118.jpg
1908-07-01,21197134,"The Gadfly,  1 July 1908",http://nla.gov.au/nla.news-page21197134,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197134.jpg
1908-07-08,21197150,"The Gadfly,  8 July 1908",http://nla.gov.au/nla.news-page21197150,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197150.jpg
1908-07-15,21197166,"The Gadfly, 15 July 1908",http://nla.gov.au/nla.news-page21197166,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197166.jpg
1908-07-22,21197182,"The Gadfly, 22 July 1908",http://nla.gov.au/nla.news-page21197182,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197182.jpg
1908-07-29,21197198,"The Gadfly, 29 July 1908",http://nla.gov.au/nla.news-page21197198,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197198.jpg
1908-08-05,21197214,"The Gadfly,  5 August 1908",http://nla.gov.au/nla.news-page21197214,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197214.jpg
1908-08-12,21197230,"The Gadfly, 12 August 1908",http://nla.gov.au/nla.news-page21197230,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197230.jpg
1908-09-02,21197278,"The Gadfly,  2 September 1908",http://nla.gov.au/nla.news-page21197278,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197278.jpg
1908-09-09,21197296,"The Gadfly,  9 September 1908",http://nla.gov.au/nla.news-page21197296,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197296.jpg
1908-09-16,21197324,"The Gadfly, 16 September 1908",http://nla.gov.au/nla.news-page21197324,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197324.jpg
1908-09-19,21197246,"The Gadfly, 19 September 1908",http://nla.gov.au/nla.news-page21197246,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197246.jpg
1908-09-23,21197344,"The Gadfly, 23 September 1908",http://nla.gov.au/nla.news-page21197344,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197344.jpg
1908-09-26,21197262,"The Gadfly, 26 September 1908",http://nla.gov.au/nla.news-page21197262,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197262.jpg
1908-09-30,21197364,"The Gadfly, 30 September 1908",http://nla.gov.au/nla.news-page21197364,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197364.jpg
1908-10-07,21197384,"The Gadfly,  7 October 1908",http://nla.gov.au/nla.news-page21197384,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197384.jpg
1908-10-14,21197404,"The Gadfly, 14 October 1908",http://nla.gov.au/nla.news-page21197404,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197404.jpg
1908-10-21,21197424,"The Gadfly, 21 October 1908",http://nla.gov.au/nla.news-page21197424,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197424.jpg
1908-10-28,21197444,"The Gadfly, 28 October 1908",http://nla.gov.au/nla.news-page21197444,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197444.jpg
1908-11-04,21197464,"The Gadfly,  4 November 1908",http://nla.gov.au/nla.news-page21197464,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197464.jpg
1908-11-11,21197480,"The Gadfly, 11 November 1908",http://nla.gov.au/nla.news-page21197480,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197480.jpg
1908-11-18,21197496,"The Gadfly, 18 November 1908",http://nla.gov.au/nla.news-page21197496,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197496.jpg
1908-11-25,21197512,"The Gadfly, 25 November 1908",http://nla.gov.au/nla.news-page21197512,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197512.jpg
1908-12-02,21197528,"The Gadfly,  2 December 1908",http://nla.gov.au/nla.news-page21197528,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197528.jpg
1908-12-09,21197544,"The Gadfly,  9 December 1908",http://nla.gov.au/nla.news-page21197544,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197544.jpg
1908-12-16,21197560,"The Gadfly, 16 December 1908",http://nla.gov.au/nla.news-page21197560,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197560.jpg
1908-12-23,21197588,"The Gadfly, 23 December 1908",http://nla.gov.au/nla.news-page21197588,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197588.jpg
1908-12-30,21197612,"The Gadfly, 30 December 1908",http://nla.gov.au/nla.news-page21197612,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197612.jpg
1909-01-06,21197624,"The Gadfly,  6 January 1909",http://nla.gov.au/nla.news-page21197624,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197624.jpg
1909-01-13,21197640,"The Gadfly, 13 January 1909",http://nla.gov.au/nla.news-page21197640,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197640.jpg
1909-01-20,21197658,"The Gadfly, 20 January 1909",http://nla.gov.au/nla.news-page21197658,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197658.jpg
1909-01-27,21197674,"The Gadfly, 27 January 1909",http://nla.gov.au/nla.news-page21197674,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197674.jpg
1909-02-03,21197690,"The Gadfly,  3 February 1909",http://nla.gov.au/nla.news-page21197690,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197690.jpg
1909-02-10,21197706,"The Gadfly, 10 February 1909",http://nla.gov.au/nla.news-page21197706,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197706.jpg
1909-02-17,21197722,"The Gadfly, 17 February 1909",http://nla.gov.au/nla.news-page21197722,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197722.jpg
1909-02-24,21197738,"The Gadfly, 24 February 1909",http://nla.gov.au/nla.news-page21197738,https://raw.githubusercontent.com/wragge/gadfly-demo/master/images/21197738.jpg
